x;y;imb_id;num_voie;cp_no_voie;type_voie;nom_voie;batiment;code_insee;code_poste;nom_com;catg_loc_imb;imb_etat;pm_ref;pm_etat;code_l331;geom_mod;type_imb;date_completude;date_completude_manquante;latitude;longitude;result_label;result_score;result_score_next;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
55,30190189;-21,10575271;974230051J-7;7;;Rue;DES BRINGELIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.105759;55.301901;7 Rue des Bringéliers 97426 Les Trois-Bassins;0.9598863636363635;;housenumber;97423_0051_00007;7;7 Rue des Bringéliers;Rue des Bringéliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,30227489;-21,1059642;974230051J-8;8;;Rue;DES BRINGELIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.105995;55.302291;8 Rue des Bringéliers 97426 Les Trois-Bassins;0.9598863636363635;;housenumber;97423_0051_00008;8;8 Rue des Bringéliers;Rue des Bringéliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,302056;-21,10571813;974230051J-9;9;;Rue;DES BRINGELIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.105739;55.302053;9 Rue des Bringéliers 97426 Les Trois-Bassins;0.9598863636363635;;housenumber;97423_0051_00009;9;9 Rue des Bringéliers;Rue des Bringéliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29630514;-21,10185772;974230052K-1;1;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101876;55.296328;1 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00001;1;1 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29558207;-21,10201303;974230052K-10;10;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102072;55.295627;10 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00010;10;10 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29513411;-21,102415;974230052K-1000;1000;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;en cours de deploiement;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6439348484848484;0.5464232535885167;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29522506;-21,10203654;974230052K-10B;10;B;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102002;55.295208;10b Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9094995867768594;;housenumber;97423_0052_00010_b;10b;10b Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29577198;-21,10221366;974230052K-11;11;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.10221;55.295798;11 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00011;11;11 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,2952529;-21,10212715;974230052K-12;12;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102211;55.295496;12 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00012;12;12 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29524285;-21,10221737;974230052K-12B;12;B;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102225;55.295358;12bis Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.8749112794612794;;housenumber;97423_0052_00012_bis;12bis;12bis Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29579693;-21,10226811;974230052K-13;13;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102404;55.29572;13 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6975670610211705;0.560001425061425;housenumber;97423_0052_00013;13;13 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29551193;-21,10220201;974230052K-18;18;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102325;55.295331;18 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00018;18;18 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29544589;-21,10211102;974230052K-20;20;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102294;55.295322;20 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00020;20;20 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29604207;-21,10218928;974230052K-5;5;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102216;55.296088;5 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00005;5;5 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29395591;-21,10280961;974230052K-501;501;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29561315;-21,10263659;974230052K-502;502;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;en cours de deploiement;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29569004;-21,1026464;974230052K-503;503;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29566385;-21,10241129;974230052K-507;507;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;en cours de deploiement;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29535608;-21,10239013;974230052K-508;508;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;en cours de deploiement;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29524815;-21,1025697;974230052K-509;509;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;en cours de deploiement;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29530485;-21,10268769;974230052K-510;510;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;en cours de deploiement;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29588986;-21,1019529;974230052K-6;6;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101932;55.295888;6 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00006;6;6 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29566494;-21,10149901;974230052K-8;8;;Chemin;DES BOUGAINVILLIERS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101526;55.295651;8 Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.9590863636363635;;housenumber;97423_0052_00008;8;8 Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,2961161;-21,10495398;974230055N-18;18;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104704;55.296295;Chemin Canal 97426 Les Trois-Bassins;0.8834060287081339;;street;97423_0055;;Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29441093;-21,10257934;974230052K-801;801;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29470507;-21,10289844;974230052K-802;802;;Chemin;DES BOUGAINVILLIERS;Lotissement Géranium;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102356;55.295294;Chemin des Bougainvilliers 97426 Les Trois-Bassins;0.6519610565110565;0.5531218181818182;street;97423_0052;;Chemin des Bougainvilliers;Chemin des Bougainvilliers;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29796786;-21,10542422;974230053L-1;1;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.105411;55.297974;1 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00001;1;1 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29870013;-21,1054135;974230053L-11;11;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.105435;55.298658;11 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00011;11;11 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29886211;-21,10553255;974230053L-13;13;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.105539;55.298809;13 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00013;13;13 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29889312;-21,10542447;974230053L-15;15;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.105446;55.298893;15 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00015;15;15 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29894106;-21,10536172;974230053L-17;17;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBGA;deploye;REUN;f;PA;2017-08-04;f;-21.10535;55.29891;17 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00017;17;17 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29799405;-21,10568642;974230053L-2;2;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.105675;55.297917;2 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00002;2;2 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29817015;-21,10551657;974230053L-3;3;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.105492;55.29816;3 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00003;3;3 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29842992;-21,10550111;974230053L-7;7;;Allee;DES CAMELIAS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.10544;55.298252;7 Allée des Camélias 97426 Les Trois-Bassins;0.9568799999999998;;housenumber;97423_0053_00007;7;7 Allée des Camélias;Allée des Camélias;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29644498;-21,10478567;974230055N-11;11;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104815;55.296333;11 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00011;11;11 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29631912;-21,10492893;974230055N-11B;11;B;Chemin;CANAL;;97423;97426;Les Trois-Bassins;entre 2 et 11;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.10475;55.296478;11b Chemin Canal 97426 Les Trois-Bassins;0.8886575166297117;;housenumber;97423_0055_00011_b;11b;11b Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29634697;-21,10499244;974230055N-13;13;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104985;55.296335;13 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00013;13;13 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29653905;-21,1050305;974230055N-15;15;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.10501;55.296499;15 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00015;15;15 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29576092;-21,10486912;974230055N-16;16;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104704;55.296295;Chemin Canal 97426 Les Trois-Bassins;0.8834060287081339;;street;97423_0055;;Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29605409;-21,10445657;974230055N-2;2;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104398;55.296147;2 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00002;2;2 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,2966649;-21,10491434;974230055N-34;34;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104704;55.296295;Chemin Canal 97426 Les Trois-Bassins;0.8834060287081339;;street;97423_0055;;Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29601497;-21,10453747;974230055N-4;4;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104524;55.29609;4 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00004;4;4 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29615809;-21,1046744;974230055N-6;6;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104637;55.296161;6 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00006;6;6 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29631106;-21,10473916;974230055N-9;9;;Chemin;CANAL;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.104718;55.296326;9 Chemin Canal 97426 Les Trois-Bassins;0.9551763636363636;;housenumber;97423_0055_00009;9;9 Chemin Canal;Chemin Canal;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29384298;-21,10171553;974230056P-1;1;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101695;55.29383;1 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00001;1;1 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29423499;-21,10194529;974230056P-10;10;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101948;55.294278;10 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00010;10;10 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29494199;-21,1015911;974230056P-11;11;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101581;55.29496;11 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00011;11;11 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29444693;-21,10192936;974230056P-12;12;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101914;55.294442;12 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00012;12;12 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29511614;-21,10153866;974230056P-13;13;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101548;55.295141;13 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00013;13;13 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29461085;-21,10190391;974230056P-14;14;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101887;55.294634;14 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00014;14;14 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29531805;-21,10153165;974230056P-15;15;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101532;55.295326;15 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00015;15;15 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,2949391;-21,10184398;974230056P-16;16;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.10183;55.294928;16 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00016;16;16 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29507394;-21,10183631;974230056P-18;18;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101797;55.295069;18 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00018;18;18 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29358986;-21,1019659;974230056P-2;2;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101958;55.293552;2 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00002;2;2 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29519886;-21,10182853;974230056P-20;20;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101818;55.29518;20 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00020;20;20 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,2953719;-21,10182124;974230056P-22;22;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101797;55.295342;22 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00022;22;22 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29502386;-21,10200742;974230056P-23;23;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102011;55.295;23 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00023;23;23 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29550704;-21,10181356;974230056P-24;24;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101791;55.295485;24 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00024;24;24 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29503307;-21,10204364;974230056P-25;25;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102085;55.294964;25 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00025;25;25 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29573813;-21,10177976;974230056P-26;26;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101789;55.295744;26 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00026;26;26 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29501188;-21,10216085;974230056P-27;27;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.10217;55.294986;27 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00027;27;27 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29588311;-21,10175412;974230056P-28;28;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101758;55.295896;28 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00028;28;28 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29502088;-21,10224224;974230056P-29;29;;Rue;DES CAPUCINES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.102261;55.294992;29 Rue des Capucines 97426 Les Trois-Bassins;0.9608118181818182;;housenumber;97423_0056_00029;29;29 Rue des Capucines;Rue des Capucines;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
