x;y;imb_id;num_voie;cp_no_voie;type_voie;nom_voie;batiment;code_insee;code_poste;nom_com;catg_loc_imb;imb_etat;pm_ref;pm_etat;code_l331;geom_mod;type_imb;date_completude;date_completude_manquante;latitude;longitude;result_label;result_score;result_score_next;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
55,25679214;-21,1110575;974230029K-9B;9;B;Allee;DES BAOBABS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBAA;deploye;REUN;f;PA;2018-06-29;f;-21.111618;55.257374;Allée des Baobabs 97426 Les Trois-Bassins;0.8710844628099172;;street;97423_0029;;Allée des Baobabs;Allée des Baobabs;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,30010009;-21,10926639;974230030L-1;1;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.109283;55.300137;1 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7651988038277512;housenumber;97423_0030_00001;1;1 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29792493;-21,1025153;974230030L-10;10;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.108449;55.299801;10 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7684985893416928;housenumber;97423_0030_00010;10;10 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29673514;-21,10213301;974230030L-101;101;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102119;55.296907;101 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00101;101;101 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29689886;-21,10209853;974230030L-101A;101;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102141;55.29672;101a Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00101_a;101a;101a Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29701496;-21,1020726;974230030L-101B;101;B;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102182;55.296608;101b Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00101_b;101b;101b Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29729601;-21,101958;974230030L-102;102;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101971;55.297261;102 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00102;102;102 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29665998;-21,10202387;974230030L-103;103;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101849;55.297043;103 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00103;103;103 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29724001;-21,10180388;974230030L-104;104;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101833;55.29727;104 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00104;104;104 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29683313;-21,10198044;974230030L-105;105;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101995;55.296828;105 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00105;105;105 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29757689;-21,10172597;974230030L-106;106;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101742;55.297541;106 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00106;106;106 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29701815;-21,10181972;974230030L-107;107;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.102001;55.296707;107 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00107;107;107 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29801191;-21,10164001;974230030L-108;108;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101761;55.297786;108 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00108;108;108 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29689406;-21,10172815;974230030L-109;109;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;entre 2 et 11;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101731;55.296872;109 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00109;109;109 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29940591;-21,10854585;974230030L-11;11;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.108548;55.299667;11 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7684985893416928;housenumber;97423_0030_00011;11;11 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29715505;-21,10163141;974230030L-110;110;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101671;55.297147;110 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00110;110;110 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29734805;-21,10158818;974230030L-110A;110;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101603;55.297398;110a Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00110_a;110a;110a Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29602001;-21,10156581;974230030L-111;111;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101557;55.296101;111 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00111;111;111 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29727313;-21,10137968;974230030L-112;112;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;entre 2 et 11;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101419;55.297253;112 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00112;112;112 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29740888;-21,10134492;974230030L-112A;112;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101375;55.297406;112a Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00112_a;112a;112a Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29605987;-21,10139459;974230030L-113;113;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;-21.101387;55.296041;113 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00113;113;113 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29706211;-21,10134143;974230030L-114;114;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101343;55.297065;114 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00114;114;114 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,296783;-21,10133863;974230030L-115;115;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101349;55.296799;115 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00115;115;115 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29717986;-21,1011439;974230030L-116;116;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101108;55.297187;116 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00116;116;116 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29662387;-21,10176156;974230030L-117;117;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101802;55.296658;117 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00117;117;117 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29686797;-21,1015111;974230030L-118;118;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101513;55.296857;118 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7371506269592475;housenumber;97423_0030_00118;118;118 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29672309;-21,10155481;974230030L-118A;118;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101552;55.296744;118a Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00118_a;118a;118a Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29664589;-21,1015721;974230030L-118B;118;B;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.10158;55.296638;118b Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00118_b;118b;118b Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29655785;-21,10161638;974230030L-118C;118;C;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;-21.101609;55.29655;118c Chemin des Barrières 97426 Les Trois-Bassins;0.9117145454545453;0.7141621212121211;housenumber;97423_0030_00118_c;118c;118c Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29982308;-21,1082339;974230030L-12;12;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.108332;55.299836;12 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7684985893416928;housenumber;97423_0030_00012;12;12 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
55,29954086;-21,10852914;974230030L-13;13;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;-21.108551;55.299526;13 Chemin des Barrières 97426 Les Trois-Bassins;0.9662599999999999;0.7684985893416928;housenumber;97423_0030_00013;13;13 Chemin des Barrières;Chemin des Barrières;97426;Les Trois-Bassins;974, La Réunion;97423;;;;ok
