;x;y;imb_id;num_voie;cp_no_voie;type_voie;nom_voie;batiment;code_insee;code_poste;nom_com;catg_loc_imb;imb_etat;pm_ref;pm_etat;code_l331;geom_mod;type_imb;date_completude;date_completude_manquante;error;error_type
27;55.2967770727294;-21.1161971250359;974230028J-87;87;;Chemin;DES BAMBOUS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBKA;deploye;REUN;f;PA;2022-01-17;f;False;
28;55.2571001488137;-21.1110335709147;974230029K-11;11;;Allee;DES BAOBABS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBAA;deploye;REUN;f;PA;2018-06-29;f;False;
29;55.2565509857046;-21.1111272788772;974230029K-7;7;;Allee;DES BAOBABS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBAA;deploye;REUN;f;PA;2018-06-29;f;False;
30;55.2567921448658;-21.1110575003125;974230029K-9B;9;B;Allee;DES BAOBABS;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBAA;deploye;REUN;f;PA;2018-06-29;f;False;
31;55.3001000880436;-21.1092663880442;974230030L-1;1;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
32;55.2979249282632;-21.1025152984759;974230030L-10;10;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
33;55.2967351397292;-21.1021330139544;974230030L-101;101;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
34;55.2968988635115;-21.1020985285074;974230030L-101A;101;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
35;55.2970149644395;-21.1020725970951;974230030L-101B;101;B;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
36;55.2972960084926;-21.1019579966171;974230030L-102;102;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
37;55.2966599836743;-21.1020238681161;974230030L-103;103;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
38;55.2972400140889;-21.1018038806365;974230030L-104;104;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
39;55.2968331338713;-21.1019804448711;974230030L-105;105;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
40;55.2975768871632;-21.1017259706272;974230030L-106;106;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
41;55.2970181497565;-21.101819717302;974230030L-107;107;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
42;55.298011909786;-21.1016400127096;974230030L-108;108;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
43;55.2968940648896;-21.1017281451976;974230030L-109;109;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;entre 2 et 11;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
44;55.2994059132984;-21.1085458516545;974230030L-11;11;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
45;55.2971550523596;-21.1016314085656;974230030L-110;110;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
46;55.2973480519574;-21.1015881841242;974230030L-110A;110;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
47;55.296020012092;-21.1015658090133;974230030L-111;111;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;False;
48;55.2972731264253;-21.1013796826384;974230030L-112;112;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;entre 2 et 11;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
49;55.2974088789152;-21.1013449157162;974230030L-112A;112;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
50;55.2960598658907;-21.1013945909083;974230030L-113;113;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBHA;deploye;REUN;f;PA;2017-08-29;f;False;
51;55.2970621065396;-21.1013414329242;974230030L-114;114;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
52;55.2967830044535;-21.1013386292604;974230030L-115;115;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
53;55.2971798632123;-21.1011438992537;974230030L-116;116;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
54;55.2966238734106;-21.1017615609933;974230030L-117;117;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
55;55.2968679655978;-21.1015111014832;974230030L-118;118;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
56;55.2967230871173;-21.1015548088339;974230030L-118A;118;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
57;55.2966458872567;-21.1015720983493;974230030L-118B;118;B;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
58;55.2965578517481;-21.1016163766451;974230030L-118C;118;C;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
59;55.2998230750762;-21.1082338968389;974230030L-12;12;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
60;55.2995408647238;-21.1085291404922;974230030L-13;13;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
61;55.2994379854621;-21.1082390661971;974230030L-14;14;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
62;55.2968300345689;-21.1022784883169;974230030L-15;15;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
63;55.2990501087212;-21.108515183651;974230030L-17;17;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
64;55.2991688984969;-21.1082273336389;974230030L-18;18;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
65;55.2990070451084;-21.1080179604202;974230030L-18A;18;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
66;55.2988760860856;-21.1082650416421;974230030L-19;19;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
67;55.2988690058896;-21.108305617121;974230030L-19A;19;A;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
68;55.2988760860856;-21.1082650416421;974230030L-19B;19;B;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
69;55.297663939611;-21.1026120362131;974230030L-2;2;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
70;55.2987108509774;-21.1077982061476;974230030L-20;20;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
71;55.2983721271885;-21.1079844897798;974230030L-21B;21;B;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;entre 2 et 11;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
72;55.2983721271885;-21.1079844897798;974230030L-21C;21;C;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
73;55.2973119691574;-21.1022201012939;974230030L-22;22;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
74;55.298685144279;-21.1075992317101;974230030L-24;24;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
75;55.2988008536901;-21.1075552302582;974230030L-26;26;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
76;55.2981921423911;-21.1077297710181;974230030L-28;28;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
77;55.2981608835598;-21.1079914014711;974230030L-29;29;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
78;55.2971151405235;-21.1026516874243;974230030L-3;3;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
79;55.2975920946317;-21.102159686498;974230030L-30;30;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
80;55.297799996519;-21.1075361495307;974230030L-32;32;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
81;55.2979310332838;-21.1078626376328;974230030L-33;33;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
82;55.2979920768388;-21.1075742086378;974230030L-34;34;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
83;55.2976440372048;-21.1077332995689;974230030L-35;35;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
84;55.2975608613032;-21.1023400241709;974230030L-36;36;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
85;55.2977051306742;-21.1023234077187;974230030L-38;38;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
86;55.3001649343023;-21.1086437912148;974230030L-4;4;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
87;55.2975510010719;-21.1073981604023;974230030L-40;40;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
88;55.297175126379;-21.1074395475237;974230030L-41;41;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
89;55.29751590226;-21.107099733372;974230030L-42;42;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
90;55.2979371267243;-21.1022896067789;974230030L-44;44;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
91;55.2972090489896;-21.1069972928985;974230030L-45;45;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
92;55.2978991444617;-21.1022440626116;974230030L-46;46;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
93;55.2978609644337;-21.1021894838847;974230030L-48;48;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
94;55.2970079589028;-21.1026867410393;974230030L-5;5;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
95;55.2978618830123;-21.1021352977074;974230030L-50;50;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
96;55.2980341246962;-21.1064455605326;974230030L-52;52;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
97;55.2975248480186;-21.1063681857788;974230030L-53;53;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBFA;deploye;REUN;f;PA;2017-08-03;f;False;
98;55.2978151003252;-21.1020174046344;974230030L-54;54;;Chemin;DES BARRIERES;;97423;97426;Les Trois-Bassins;individuel;deploye;RU-97423-TBIA;deploye;REUN;f;PA;2017-08-03;f;False;
