,imb_id,x,y,num_voie,cp_no_voie,type_voie,nom_voie,batiment,code_insee,code_poste,nom_com,catg_loc_imb,imb_etat,pm_ref,pm_etat,code_l331,geom_mod,type_imb,date_completude,date_completude_manquante
940,974230095G-44D,55.296427116729,-21.1080643101834,44,D,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
941,974230095G-44E,55.296427116729,-21.1080643101834,44,E,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
942,974230095G-44F,55.296427116729,-21.1080643101834,44,F,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
943,974230095G-44G,55.296427116729,-21.1080643101834,44,G,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
944,974230095G-44H,55.296427116729,-21.1080643101834,44,H,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
945,974230095G-45,55.2967788517753,-21.1076342822905,45,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
946,974230095G-45A,55.2966240502582,-21.1076507917991,45,A,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
947,974230095G-46A,55.2972740769888,-21.1080999183872,46,A,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
948,974230095G-46C,55.2969941030627,-21.1081196869797,46,a,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
949,974230095G-47,55.2969798602859,-21.107654367137,47,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
950,974230095G-48,55.2973189114348,-21.1083623129877,48,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
951,974230095G-49,55.2976318537721,-21.1079047958509,49,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
952,974230095G-5,55.2952948710459,-21.1060115694389,5,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBEA,deploye,REUN,f,PA,2017-08-29,f
953,974230095G-50,55.2976850607798,-21.1083298605669,50,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
954,974230095G-50C,55.2978890513317,-21.1082731975769,50,b,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
955,974230095G-52,55.2981170378595,-21.1084335567523,52,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
956,974230095G-52B,55.2981170378595,-21.1084335567523,52,B,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
957,974230095G-54,55.2982130786284,-21.1084525861925,54,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
958,974230095G-56,55.298240931016,-21.1085160937729,52,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
959,974230095G-57,55.298473982659,-21.1083377822632,57,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
960,974230095G-57B,55.2978519679367,-21.1080695925537,57,b,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
961,974230095G-59,55.2986270345511,-21.1084748071065,59,a,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
962,974230095G-6,55.2950361093919,-21.1060179995037,6,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBEA,deploye,REUN,f,PA,2017-08-29,f
963,974230095G-62,55.2981990338193,-21.1088137476381,62,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
964,974230095G-63,55.2986839589884,-21.1085476390107,65,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
965,974230095G-64,55.2985270891811,-21.1087718783958,64,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
966,974230095G-65,55.2989049310575,-21.1085317917856,65,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
967,974230095G-65B,55.2987609645341,-21.1085213142595,65,B,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
968,974230095G-66A,55.2987960578968,-21.1088468387847,66,A,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
969,974230095G-68,55.2979429615365,-21.1085311669342,70,b,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
970,974230095G-69,55.2989580388697,-21.1089658878633,69,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
971,974230095G-7,55.2952748913334,-21.1061016940459,7,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBEA,deploye,REUN,f,PA,2017-08-29,f
972,974230095G-70,55.2991999867018,-21.1088779902856,70,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
973,974230095G-70B,55.2979990616709,-21.1086762512594,70,B,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
974,974230095G-70T,55.2991999867018,-21.1088779902856,70,T,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
975,974230095G-74,55.2992178981023,-21.1089955933639,74,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
976,974230095G-77,55.2992900133717,-21.1085537213078,77,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
977,974230095G-79,55.2994711171038,-21.1087632874423,79,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
978,974230095G-80,55.2993780191341,-21.1093043072706,80,a,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
979,974230095G-81,55.2994981388871,-21.1089261447387,81,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
980,974230095G-86,55.2992198696541,-21.108769799026,86,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
981,974230095G-9,55.2952450894623,-21.1061826873127,9,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBEA,deploye,REUN,f,PA,2017-08-29,f
982,974230095G-92,55.2995899691365,-21.1092883686865,444,f,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
983,974230095G-94,55.2996168881992,-21.1094602575028,94,,Rue,DU GÉNÉRAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
984,974230095G-98,55.2996729902843,-21.1096053413923,98,,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
985,974230095G-98B,55.2996709322688,-21.1097859720589,98,B,Rue,DU GENERAL DE GAULLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
986,974230096H-12,55.2953719905957,-21.1043684199779,12,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
987,974230096H-12B,55.2953139434508,-21.104367836268,12,B,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
988,974230096H-14,55.2956030792639,-21.1043617110035,14,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
989,974230096H-15,55.2959319304338,-21.1033533705119,15,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
990,974230096H-15A,55.2959409362124,-21.1034076563896,15,A,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
991,974230096H-15B,55.2960679081397,-21.1032463465833,15,B,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
992,974230096H-15C,55.2958640446061,-21.1033978509077,15,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
993,974230096H-16A,55.2958509422404,-21.1045719517192,16,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
994,974230096H-19,55.2964841475472,-21.1039370043216,19,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
995,974230096H-2,55.2952890047213,-21.1049185713537,2,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
996,974230096H-20,55.2959311165489,-21.1043469437403,22,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
997,974230096H-22,55.296046007812,-21.104348098624,22,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
998,974230096H-22A,55.296046007812,-21.104348098624,22,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
999,974230096H-24,55.2969938946125,-21.1047369913593,30,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1000,974230096H-26,55.297170921336,-21.1044858579785,26,b,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1001,974230096H-30,55.2970448850058,-21.10453878726,24,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1002,974230096H-32,55.2968389512149,-21.104898020787,32,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1003,974230096H-37,55.2977060962658,-21.1031092506191,37,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1004,974230096H-37A,55.2976600425633,-21.1029010391731,37,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1005,974230096H-37B,55.2976589015117,-21.1030274836275,37,B,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1006,974230096H-39,55.2978790334151,-21.1031109870544,39,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1007,974230096H-39T,55.2978148635794,-21.1028032355211,39,T,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1008,974230096H-4,55.2949670351508,-21.10445467296,4,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1009,974230096H-41,55.298035992377,-21.1029048138744,41,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1010,974230096H-44,55.2984511403317,-21.1035864237481,46,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1011,974230096H-45,55.2995140535496,-21.1028293204589,45,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1012,974230096H-50,55.2985971366247,-21.1034975633921,50,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1013,974230096H-54,55.29891402005,-21.1035639713993,12,,Lotissement,CHEMIN DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1014,974230096H-56,55.2990578868863,-21.1035563823865,13,,Lotissement,CHEMIN DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1015,974230096H-6,55.2950719752018,-21.1045370214108,6,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1016,974230096H-61,55.3002759576134,-21.1039660328196,61,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1017,974230096H-61A,55.3001609509233,-21.1038429399285,61,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1018,974230096H-62,55.299514083131,-21.1039358107323,62,appt n°1,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1019,974230096H-63,55.2998929360914,-21.103790573145,63,a,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1020,974230096H-63A,55.2997890781809,-21.1037714664085,63,A,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1021,974230096H-65,55.3000149909575,-21.1039814811765,65,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1022,974230096H-66A,55.2997909397585,-21.1042682765161,66,A,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1023,974230096H-7,55.2951348789721,-21.1040860262992,7,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1024,974230096H-72,55.3018028542305,-21.104252312756,72,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1025,974230096H-74,55.3010968796243,-21.104543314104,82,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1026,974230096H-76,55.301310048534,-21.1044460919859,76,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1027,974230096H-8,55.2955151104621,-21.10450534742,8,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1028,974230096H-80,55.3001989276223,-21.1047872245718,80,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1029,974230096H-82,55.3003740032138,-21.1046805891399,80,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1030,974230096H-85,55.3023220824658,-21.1034807114622,81,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1031,974230096H-86,55.2998989239676,-21.1049287372213,86,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1032,974230096H-87,55.3021969729795,-21.1034523607962,89,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1033,974230096H-88,55.3000248647318,-21.1048577396765,74,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1034,974230096H-89,55.3020438927224,-21.103423729891,93,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1035,974230096H-9,55.2953661314635,-21.1032483240754,9,e,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1036,974230096H-91,55.3023228967632,-21.103435556712,85,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1037,974230096H-92,55.3022771215287,-21.1040222160369,94,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1038,974230096H-93,55.3021979853611,-21.103416240613,89,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1039,974230096H-94,55.3022011312598,-21.1040124224179,339,,Route,HUBERT DELISLE,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1040,974230096H-95,55.3020340777268,-21.1033875012649,93,,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1041,974230096H-9A,55.2954999697387,-21.103249669796,9,A,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1042,974230096H-9B,55.295567941541,-21.1032503532002,9,B,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1043,974230096H-9C,55.2955669275618,-21.1032864732359,9,C,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1044,974230096H-9D,55.2955088808315,-21.1032858896212,9,D,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1045,974230096H-9E,55.2955090698784,-21.1033220217512,9,E,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1046,974230096H-9F,55.2955771448283,-21.1033136736332,9,F,Rue,GEORGES BRASSENS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1047,974230097J-1,55.290110967802,-21.101461153238,1,,Cite,MALOYA,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1048,974230097J-10,55.2904781190395,-21.103099745626,1,,Chemin,DES GÉRANIUMS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1049,974230097J-11,55.2910430574911,-21.1024912286647,11,,Chemin,DES GERANIUMS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1050,974230097J-13,55.2906250781886,-21.1028483163656,13,,Chemin,DES GERANIUMS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1051,974230097J-2,55.2900811356501,-21.1016234380821,2,,Cite,MALOYA,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1052,974230097J-3,55.2901179870051,-21.101741232773,3,,Cite,MALOYA,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1053,974230097J-4,55.2901541239167,-21.1018951504121,4,,Cite,MALOYA,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1054,974230097J-6,55.2903621333605,-21.1022224196134,6,,Chemin,DES GERANIUMS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1055,974230097J-7,55.2906369964278,-21.1025955253944,7,,Chemin,DES GERANIUMS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1056,974230097J-9,55.2907429666848,-21.1025875613055,9,,Chemin,DES GÉRANIUMS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
1057,974230102P-2,55.2999970136516,-21.1005940856531,2,,Impasse,DES GOYAVIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,en cours de deploiement,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1058,974230102P-4,55.2998220379078,-21.1007187871539,4,,Impasse,DES GOYAVIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,en cours de deploiement,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1059,974230102P-6,55.2996289449091,-21.1007439484402,6,,Impasse,DES GOYAVIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,en cours de deploiement,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1060,974230102P-8,55.2994838542502,-21.1008328189865,8,,Impasse,DES GOYAVIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,en cours de deploiement,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1061,974230105T-1,55.3015190506444,-21.1063540597768,1,,Rue,DES GOYAVES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBGA,deploye,REUN,f,PA,2017-08-04,f
1062,974230105T-2,55.3017478670766,-21.1066002319386,2,,Rue,DES GOYAVES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBGA,deploye,REUN,f,PA,2017-08-04,f
1063,974230105T-3,55.301682873628,-21.1063376360685,3,,Rue,DES GOYAVES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBGA,deploye,REUN,f,PA,2017-08-04,f
1064,974230105T-4,55.3019309394702,-21.1065840008604,4,,Rue,DES GOYAVES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBGA,deploye,REUN,f,PA,2017-08-04,f
