,imb_id,x,y,num_voie,cp_no_voie,type_voie,nom_voie,batiment,code_insee,code_poste,nom_com,catg_loc_imb,imb_etat,pm_ref,pm_etat,code_l331,geom_mod,type_imb,date_completude,date_completude_manquante
0,974230052K-14,55.2953770884051,-21.1022096901464,12,bis,Chemin,DES BOUGAINVILLIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
1,974230027H-7,55.269899026506,-21.1271521528745,7,,Allée,DES BANANIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBBA,deploye,REUN,f,PA,2018-10-18,f
2,974230027H-8,55.2699439065545,-21.1274326170784,8,,Allée,DES BANANIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBBA,deploye,REUN,f,PA,2018-10-18,f
3,974230027H-9,55.2700338916291,-21.1271444980106,9,,Allée,DES BANANIERS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBBA,deploye,REUN,f,PA,2018-10-18,f
4,974230028J-1,55.2997739903484,-21.1142581250008,3,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
5,974230028J-15,55.2996449084553,-21.1137329412548,15,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
6,974230028J-3,55.2999569852287,-21.1141967330354,1,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
7,974230028J-43,55.2985390594432,-21.1152935064764,43,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
8,974230028J-45,55.2987528717602,-21.115115002118,45,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
9,974230028J-51,55.298375115182,-21.1153460555445,51,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
10,974230028J-51B,55.2982110760702,-21.1153805383841,51,b,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
11,974230028J-53,55.298104066448,-21.1154788217422,53,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
12,974230028J-53A,55.2983280197029,-21.115255257044,49,A,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
13,974230028J-55,55.2980780675415,-21.1152527467481,55,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
14,974230028J-57,55.2979299898672,-21.115549333698,57,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
15,974230028J-59,55.2978230829882,-21.1156385853375,59,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
16,974230028J-7,55.2996691519675,-21.1141396497816,7,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
17,974230028J-70,55.2969518637291,-21.1160904913267,87,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
18,974230028J-71,55.2975529524327,-21.1157171644986,71,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
19,974230028J-71A,55.2973680301956,-21.1158417621854,71,a,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
20,974230028J-73,55.2979131011519,-21.1153685129743,73,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
21,974230028J-75,55.2977660535059,-21.1155747845655,75,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
22,974230028J-75A,55.2976790067366,-21.1156371379587,75,A,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
23,974230028J-75B,55.2977368689626,-21.1156015890402,75,B,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
24,974230028J-77,55.2972229145008,-21.1159577271268,77,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
25,974230028J-83,55.2967408576334,-21.1159438496232,83,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
26,974230028J-85,55.2977009030927,-21.1145353864028,85,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
27,974230028J-87,55.2967770727294,-21.1161971250359,70,,Chemin,DES BAMBOUS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBKA,deploye,REUN,f,PA,2022-01-17,f
28,974230029K-11,55.2571001488137,-21.1110335709147,11,,Allee,DES BAOBABS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBAA,deploye,REUN,f,PA,2018-06-29,f
29,974230029K-7,55.2565509857046,-21.1111272788772,7,,Allee,DES BAOBABS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBAA,deploye,REUN,f,PA,2018-06-29,f
30,974230029K-9B,55.2567921448658,-21.1110575003125,9,B,Allée,DES BAOBABS,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBAA,deploye,REUN,f,PA,2018-06-29,f
31,974230030L-1,55.3001000880436,-21.1092663880442,1,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
32,974230030L-10,55.2979249282632,-21.1025152984759,10,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
33,974230030L-101,55.2967351397292,-21.1021330139544,101,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
34,974230030L-101A,55.2968988635115,-21.1020985285074,101,A,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
35,974230030L-101B,55.2970149644395,-21.1020725970951,99,B,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
36,974230030L-102,55.2972960084926,-21.1019579966171,102,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
37,974230030L-103,55.2966599836743,-21.1020238681161,103,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
38,974230030L-104,55.2972400140889,-21.1018038806365,104,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
39,974230030L-105,55.2968331338713,-21.1019804448711,105,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
40,974230030L-106,55.2975768871632,-21.1017259706272,106,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
41,974230030L-107,55.2970181497565,-21.101819717302,103,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
42,974230030L-108,55.298011909786,-21.1016400127096,108,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
43,974230030L-109,55.2968940648896,-21.1017281451976,109,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
44,974230030L-11,55.2994059132984,-21.1085458516545,11,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
45,974230030L-110,55.2971550523596,-21.1016314085656,110,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
46,974230030L-110A,55.2973480519574,-21.1015881841242,110,A,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
47,974230030L-111,55.296020012092,-21.1015658090133,111,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
48,974230030L-112,55.2972731264253,-21.1013796826384,112,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
49,974230030L-112A,55.2974088789152,-21.1013449157162,112,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
50,974230030L-113,55.2960598658907,-21.1013945909083,113,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBHA,deploye,REUN,f,PA,2017-08-29,f
51,974230030L-114,55.2970621065396,-21.1013414329242,114,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
52,974230030L-115,55.2967830044535,-21.1013386292604,115,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
53,974230030L-116,55.2971798632123,-21.1011438992537,116,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
54,974230030L-117,55.2966238734106,-21.1017615609933,117,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
55,974230030L-118,55.2968679655978,-21.1015111014832,118,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
56,974230030L-118A,55.2967230871173,-21.1015548088339,118,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
57,974230030L-118B,55.2966458872567,-21.1015720983493,118,b,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
58,974230030L-118C,55.2965578517481,-21.1016163766451,118,c,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
59,974230030L-12,55.2998230750762,-21.1082338968389,12,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
60,974230030L-13,55.2995408647238,-21.1085291404922,13,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
61,974230030L-14,55.2994379854621,-21.1082390661971,14,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
62,974230030L-15,55.2968300345689,-21.1022784883169,15,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
63,974230030L-17,55.2990501087212,-21.108515183651,17,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
64,974230030L-18,55.2991688984969,-21.1082273336389,18,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
65,974230030L-18A,55.2990070451084,-21.1080179604202,18,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
66,974230030L-19,55.2988760860856,-21.1082650416421,19,bis,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
67,974230030L-19A,55.2988690058896,-21.108305617121,19,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
68,974230030L-19B,55.2988760860856,-21.1082650416421,19,bis,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
69,974230030L-2,55.297663939611,-21.1026120362131,2,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
70,974230030L-20,55.2987108509774,-21.1077982061476,20,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
71,974230030L-21B,55.2983721271885,-21.1079844897798,21,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
72,974230030L-21C,55.2983721271885,-21.1079844897798,21,a,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
73,974230030L-22,55.2973119691574,-21.1022201012939,22,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
74,974230030L-24,55.298685144279,-21.1075992317101,24,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
75,974230030L-26,55.2988008536901,-21.1075552302582,26,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
76,974230030L-28,55.2981921423911,-21.1077297710181,28,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
77,974230030L-29,55.2981608835598,-21.1079914014711,29,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
78,974230030L-3,55.2971151405235,-21.1026516874243,3,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
79,974230030L-30,55.2975920946317,-21.102159686498,30,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
80,974230030L-32,55.297799996519,-21.1075361495307,32,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
81,974230030L-33,55.2979310332838,-21.1078626376328,33,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
82,974230030L-34,55.2979920768388,-21.1075742086378,34,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
83,974230030L-35,55.2976440372048,-21.1077332995689,35,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
84,974230030L-36,55.2975608613032,-21.1023400241709,36,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
85,974230030L-38,55.2977051306742,-21.1023234077187,38,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
86,974230030L-4,55.3001649343023,-21.1086437912148,4,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
87,974230030L-40,55.2975510010719,-21.1073981604023,3,,Rue,JÉRÔME JARRY,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
88,974230030L-41,55.297175126379,-21.1074395475237,41,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
89,974230030L-42,55.29751590226,-21.107099733372,42,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
90,974230030L-44,55.2979371267243,-21.1022896067789,44,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
91,974230030L-45,55.2972090489896,-21.1069972928985,45,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
92,974230030L-46,55.2978991444617,-21.1022440626116,46,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
93,974230030L-48,55.2978609644337,-21.1021894838847,48,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
94,974230030L-5,55.2970079589028,-21.1026867410393,5,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
95,974230030L-50,55.2978618830123,-21.1021352977074,50,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
96,974230030L-52,55.2980341246962,-21.1064455605326,52,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
97,974230030L-53,55.2975248480186,-21.1063681857788,53,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
98,974230030L-54,55.2978151003252,-21.1020174046344,54,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
99,974230030L-55,55.2975760609787,-21.1060977232867,55,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
100,974230030L-55B,55.2976041104839,-21.1061702654885,55,bis,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
101,974230030L-56,55.2979650980649,-21.1061151788922,56,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
102,974230030L-58,55.2979619768647,-21.1059932079486,58,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
103,974230030L-5A,55.2996810163364,-21.1089008817539,5,A,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
104,974230030L-6,55.2999809334274,-21.1087413040195,6,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
105,974230030L-60,55.2981448508131,-21.1059679463879,60,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
106,974230030L-61,55.2975960393213,-21.106007598314,61,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
107,974230030L-62,55.2978959523044,-21.1058480239759,62,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
108,974230030L-64,55.2978391321916,-21.1057661603517,66,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
109,974230030L-65,55.2974829144552,-21.1057987132301,65,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
110,974230030L-66,55.2979838952612,-21.1057856790693,66,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
111,974230030L-66B,55.2982529857306,-21.1057703155965,66,B,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
112,974230030L-67,55.297426910438,-21.1056716948693,67,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
113,974230030L-67B,55.2974548733419,-21.1056990734117,67,B,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
114,974230030L-67C,55.2978499843652,-21.1056849762561,67,C,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
115,974230030L-67D,55.2974548733419,-21.1056990734117,67,D,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
116,974230030L-68,55.2978499843652,-21.1056849762561,68,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
117,974230030L-69,55.2976008888202,-21.1055560189066,69,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
118,974230030L-7,55.299681958226,-21.1087654027048,7,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
119,974230030L-72,55.2977759834325,-21.1053951911411,72,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
120,974230030L-75,55.2979068768705,-21.1048635842276,75,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
121,974230030L-8,55.2999649682377,-21.108479199422,8,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBFA,deploye,REUN,f,PA,2017-08-03,f
122,974230030L-80,55.2978629688016,-21.104519905908,80,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
123,974230030L-80A,55.2978629688016,-21.104519905908,80,A,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
124,974230030L-86,55.297484015754,-21.1031702484347,90,,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,entre 2 et 11,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
125,974230030L-9,55.2969420312186,-21.1025596228803,9,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
126,974230030L-90,55.2975040883903,-21.1030981895011,90,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
127,974230030L-91,55.2971400040372,-21.1029771094541,91,,Chemin,DES BARRIERES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
128,974230030L-91B,55.2969941022115,-21.1030840346124,91,bis,Chemin,DES BARRIÈRES,,97423.0,97426.0,Les Trois-Bassins,individuel,deploye,RU-97423-TBIA,deploye,REUN,f,PA,2017-08-03,f
